order_id,order_date,customer_id,product_id,warehouse_id,quantity,unit_price
11507,2025-11-08,95,67,4,3,677.29
11508,2025-09-24,336,60,4,19,113.08
11509,2025-04-25,731,42,4,8,375.54
11510,2025-04-24,636,58,7,3,195.77
11511,2025-03-17,391,45,2,18,433.65
11512,2025-01-30,160,26,4,24,290.95
11513,2025-12-23,279,37,4,16,59.54
11514,2025-07-13,494,51,4,12,859.11
11515,2025-06-02,123,53,6,10,335.98
11516,2025-01-06,629,74,6,13,596.47
11517,2025-01-20,511,27,4,13,365.76
11518,2025-04-11,258,120,3,21,475.03
11519,2025-10-11,728,76,5,17,1049.27
11520,2025-10-02,544,44,3,21,229.12
11521,2025-12-14,77,37,4,20,65.13
11522,2025-09-12,35,47,8,9,624.44
11523,2025-06-08,410,12,6,14,378.29
11524,2025-04-19,748,55,5,13,877.16
11525,2025-05-25,132,29,2,5,408.83
11526,2025-09-27,705,47,5,9,873.42
11527,2025-09-22,251,104,1,21,355.68
11528,2025-05-03,253,10,7,15,718.67
11529,2025-07-01,215,2,7,24,384.8
11530,2025-09-03,489,36,5,1,232.63
11531,2025-04-02,108,13,4,9,277.33
11532,2025-12-15,39,56,4,20,572.32
11533,2025-05-01,194,36,3,8,286.84
11534,2025-09-29,353,99,6,15,49.07
11535,2025-06-05,316,41,5,5,969.29
11536,2025-09-29,241,79,7,13,355.6
11537,2025-01-25,512,120,5,10,555.24
11538,2025-01-05,725,30,6,11,624.54
11539,2025-12-17,666,108,1,25,84.73
11540,2025-10-14,724,79,3,16,333.66
11541,2025-01-24,415,3,1,1,56.74
11542,2025-03-13,218,100,6,23,293.66
11543,2025-12-15,374,79,8,13,398.52
11544,2025-09-26,456,43,8,12,371.79
11545,2025-03-13,395,96,3,20,588.63
11546,2025-12-23,556,67,3,13,582.86
11547,2025-08-19,120,118,8,20,889.8
11548,2025-01-14,311,14,1,23,130.48
11549,2025-07-11,552,24,3,15,536.32
11550,2025-04-01,652,114,8,23,331.93
11551,2025-08-07,237,85,7,16,176.98
11552,2025-08-25,532,53,1,1,286.49
11553,2025-11-11,694,114,8,4,346.39
11554,2025-11-23,612,27,6,2,474.16
11555,2025-03-02,411,83,5,6,911.75
11556,2025-01-21,272,50,1,23,713.39
11557,2025-12-21,387,23,8,10,1203.48
11558,2025-05-27,310,29,5,21,314.44
11559,2025-01-23,377,5,7,18,850.78
11560,2025-11-09,125,106,8,24,1022.93
11561,2025-07-06,86,18,1,17,490.41
11562,2025-12-01,484,113,5,18,718.25
11563,2025-07-06,566,108,6,9,105.07
11564,2025-04-02,156,79,4,14,301.73
11565,2025-12-23,690,86,2,18,310.57
11566,2025-12-31,347,21,6,21,466.43
11567,2025-01-29,330,41,2,2,824.27
11568,2025-06-17,556,21,1,9,404.38
11569,2025-01-02,542,13,7,5,211.63
11570,2025-08-09,152,6,5,12,365.09
11571,2025-07-14,3,52,4,19,894.13
11572,2025-11-25,561,83,7,24,798.48
11573,2025-11-04,107,53,4,19,275.41
11574,2025-08-12,732,118,2,18,1162.53
11575,2025-07-27,499,68,7,14,1043.39
11576,2025-12-18,457,23,4,20,1137.18
11577,2025-11-15,310,69,5,23,662.18
11578,2025-11-03,789,69,4,12,443.66
11579,2025-05-27,528,65,7,4,690.98
11580,2025-04-22,531,88,8,7,909.51
11581,2025-01-28,472,13,7,15,235.25
11582,2025-12-28,365,73,2,14,745.54
11583,2025-12-20,140,101,4,12,234.32
11584,2025-03-26,431,114,2,6,360.62
11585,2025-08-09,629,84,8,11,285.56
11586,2025-10-13,292,32,8,2,965.36
11587,2025-11-12,318,110,8,6,674.9
11588,2025-07-25,587,106,1,23,997.77
11589,2025-12-24,159,76,6,6,1207.77
11590,2025-03-05,33,75,2,11,195.18
11591,2025-07-09,602,69,7,3,428.31
11592,2025-07-12,106,107,6,12,468.33
11593,2025-02-16,730,11,4,24,891.1
11594,2025-12-11,314,115,8,17,520.8
11595,2025-06-07,720,84,7,13,428.31
11596,2025-02-25,32,103,6,17,399.24
11597,2025-11-01,35,61,4,15,891.63
11598,2025-01-25,35,24,3,10,677.33
11599,2025-09-20,504,22,8,16,151.81
11600,2025-04-04,219,60,7,6,125.49
11601,2025-10-14,695,67,2,25,758.52
11602,2025-02-13,317,83,7,10,1011.04
11603,2025-12-26,409,119,3,10,469.91
11604,2025-01-10,738,90,5,5,153.93
11605,2025-07-07,449,55,3,12,886.24
11606,2025-08-21,90,58,7,18,159.06
11607,2025-02-12,190,18,7,14,453.92
11608,2025-10-27,243,39,3,21,188.33
11609,2025-10-28,460,101,8,17,289.08
11610,2025-04-24,163,10,6,6,546.09
11611,2025-11-03,592,27,5,3,453.82
11612,2025-04-06,263,49,6,14,401.73
11613,2025-07-24,170,56,5,22,661.68
11614,2025-04-08,698,1,8,15,846.17
11615,2025-02-03,440,17,2,3,617.49
11616,2025-03-24,718,118,5,4,1115.94
11617,2025-02-12,567,46,5,24,322.84
11618,2025-10-23,757,21,7,7,442.72
11619,2025-07-04,52,25,1,10,632.25
11620,2025-04-26,287,111,6,5,262.58
11621,2025-09-02,337,19,2,19,562.81
11622,2025-08-20,767,22,7,11,126.74
11623,2025-09-26,486,48,7,12,245.68
11624,2025-12-19,233,40,1,24,379.95
11625,2025-04-20,399,11,1,17,887.68
11626,2025-06-21,17,18,8,6,533.36
11627,2025-03-03,394,14,2,10,146.89
11628,2025-04-19,564,27,7,8,356.22
11629,2025-08-23,227,9,7,16,951.46
11630,2025-07-08,473,46,8,19,496.52
11631,2025-02-01,601,89,6,16,61.54
11632,2025-08-05,298,85,6,15,252.65
11633,2025-02-25,742,98,8,12,358.37
11634,2025-10-11,217,30,7,14,527.53
11635,2025-06-09,153,3,3,11,45.9
11636,2025-04-28,432,59,3,18,581.71
11637,2025-08-19,735,57,2,16,723.03
11638,2025-12-13,21,23,6,5,1118.01
11639,2025-01-31,157,56,2,2,655.31
11640,2025-08-22,800,78,2,25,259.76
11641,2025-05-13,484,85,2,21,188.39
11642,2025-10-01,665,69,1,1,554.96
11643,2025-03-04,488,31,1,21,667.45
11644,2025-05-05,565,109,1,13,72.36
11645,2025-03-27,800,92,2,12,596.15
11646,2025-11-15,640,105,2,12,244.76
11647,2025-02-03,437,13,2,16,257.42
11648,2025-07-10,438,114,2,9,269.1
11649,2025-04-23,42,96,3,23,737.12
11650,2025-12-01,339,46,1,20,479.63
11651,2025-12-10,565,49,1,2,384.11
11652,2025-08-08,390,98,3,2,239.89
11653,2025-02-13,764,76,1,21,931.72
11654,2025-12-16,277,88,8,18,637.97
11655,2025-01-08,530,79,6,24,387.8
11656,2025-10-14,285,82,6,3,195.94
11657,2025-11-17,24,113,7,12,923.59
11658,2025-11-28,221,1,1,17,871.43
11659,2025-06-12,625,37,3,21,59.86
11660,2025-12-01,384,42,6,20,337.51
11661,2025-11-13,180,64,5,16,217.92
11662,2025-07-16,675,34,2,21,595.45
11663,2025-02-06,88,85,8,14,249.35
11664,2025-03-31,31,112,2,19,164.63
11665,2025-10-21,626,33,2,21,141.46
11666,2025-11-08,509,118,3,2,1197.2
11667,2025-12-09,505,19,2,19,680.59
11668,2025-02-20,294,58,8,8,167.63
11669,2025-04-26,318,30,8,22,634.04
11670,2025-01-11,452,24,1,11,794.3
11671,2025-06-08,207,69,4,17,661.95
11672,2025-01-09,132,98,7,10,366.25
11673,2025-10-06,628,15,6,2,629.57
11674,2025-10-23,762,81,3,3,811.52
11675,2025-05-30,334,47,1,4,762.96
11676,2025-08-16,729,44,5,5,178.11
11677,2025-10-05,390,50,1,15,740.84
11678,2025-01-03,606,108,6,24,108.82
11679,2025-04-17,773,117,2,12,972.46
11680,2025-07-28,370,6,1,7,461.1
11681,2025-06-06,479,10,4,20,694.79
11682,2025-03-22,603,53,6,25,394.54
11683,2025-11-01,645,87,7,9,559.64
11684,2025-02-11,165,51,1,6,685.0
11685,2025-03-29,564,59,2,11,778.4
11686,2025-11-04,494,111,8,7,289.3
11687,2025-11-29,203,1,7,13,583.32
11688,2025-03-29,695,33,1,22,139.24
11689,2025-12-01,687,62,1,24,319.59
11690,2025-07-20,750,24,2,21,740.05
11691,2025-08-21,368,104,4,24,404.23
11692,2025-02-02,489,51,1,24,868.92
11693,2025-06-23,712,68,2,15,999.33
11694,2025-02-04,546,84,4,15,287.49
11695,2025-09-25,297,2,7,22,366.25
11696,2025-05-29,377,6,4,5,467.06
11697,2025-12-14,492,94,3,25,69.86
11698,2025-10-31,575,13,4,22,222.9
11699,2025-10-02,502,23,7,1,1064.14
11700,2025-10-11,107,12,5,11,348.72
11701,2025-10-05,710,14,6,15,128.38
11702,2025-03-01,782,109,7,14,61.33
11703,2025-12-19,528,43,2,25,364.36
11704,2025-04-05,100,41,3,7,956.55
11705,2025-01-19,114,13,6,11,194.44
11706,2025-10-25,88,17,5,6,895.71
11707,2025-08-19,406,88,1,22,608.35
11708,2025-02-12,765,20,2,8,508.51
11709,2025-11-20,274,24,2,9,568.33
11710,2025-10-15,266,68,8,12,1089.29
11711,2025-07-12,682,41,2,15,641.21
11712,2025-02-27,559,37,2,9,65.65
11713,2025-05-11,147,51,1,12,911.4
11714,2025-10-06,238,18,8,2,419.35
11715,2025-04-06,228,88,1,10,782.95
11716,2025-09-20,133,16,5,1,62.97
11717,2025-08-05,74,57,4,16,709.51
11718,2025-02-09,3,38,1,17,193.04
11719,2025-10-12,174,72,5,16,453.04
11720,2025-12-09,730,68,7,19,1159.31
11721,2025-08-05,290,19,5,20,538.44
11722,2025-01-05,59,1,3,20,916.87
11723,2025-07-11,727,56,2,10,494.02
11724,2025-06-25,603,83,7,18,934.72
11725,2025-01-09,255,54,8,6,33.96
11726,2025-11-23,391,117,2,12,990.43
11727,2025-08-03,39,60,3,19,107.89
11728,2025-10-14,281,9,3,22,754.87
11729,2025-09-22,282,49,4,23,427.08
11730,2025-05-16,603,98,5,13,356.7
11731,2025-10-26,73,43,1,12,341.84
11732,2025-09-28,560,47,3,18,847.57
11733,2025-05-12,190,64,3,2,213.54
11734,2025-01-14,783,101,8,6,248.63
11735,2025-06-03,128,31,5,4,639.8
11736,2025-06-01,211,45,6,23,567.74
11737,2025-01-02,428,85,2,11,173.34
11738,2025-02-03,276,36,1,17,312.19
11739,2025-10-28,607,12,7,20,276.57
11740,2025-06-14,568,7,4,17,230.2
11741,2025-01-05,34,90,8,24,132.73
11742,2025-04-22,544,45,7,21,533.24
11743,2025-02-15,184,26,8,19,258.54
11744,2025-04-07,80,96,2,17,908.25
11745,2025-12-28,436,1,6,8,675.83
11746,2025-12-30,441,113,8,4,623.49
11747,2025-04-14,730,113,7,13,790.95
11748,2025-07-28,99,6,5,13,380.69
11749,2025-08-20,549,116,7,23,602.35
11750,2025-01-29,412,72,3,13,309.49
11751,2025-08-21,64,82,1,19,197.11
11752,2025-02-20,294,25,1,17,540.5
11753,2025-02-13,166,82,7,12,204.06
11754,2025-11-20,76,62,8,12,288.95
11755,2025-09-01,46,88,3,22,925.91
11756,2025-04-08,387,59,4,23,721.01
11757,2025-08-26,73,46,3,9,395.91
11758,2025-04-01,193,120,1,18,715.61
11759,2025-04-24,559,31,7,4,672.44
11760,2025-07-26,254,106,6,12,1010.48
11761,2025-01-05,340,26,2,16,300.11
11762,2025-09-08,314,42,2,13,361.72
11763,2025-05-06,602,4,8,21,200.66
11764,2025-06-17,288,42,4,25,408.82
11765,2025-06-06,420,101,6,10,190.74
11766,2025-09-21,714,115,7,17,544.56
11767,2025-01-28,247,20,8,16,462.29
11768,2025-10-15,1,102,8,13,53.39
11769,2025-09-27,669,109,8,19,63.01
11770,2025-11-29,589,98,2,11,230.82
11771,2025-09-18,151,94,7,7,51.51
11772,2025-09-02,578,97,6,23,163.8
11773,2025-07-21,506,105,4,4,219.03
11774,2025-09-03,707,43,5,1,368.66
11775,2025-08-27,351,99,2,24,41.61
11776,2025-11-09,492,115,1,6,559.89
11777,2025-04-20,495,116,4,10,710.86
11778,2025-06-25,29,59,2,16,581.28
11779,2025-06-30,730,23,4,2,1060.91
11780,2025-05-27,36,18,6,25,511.39
11781,2025-01-02,502,25,8,5,475.59
11782,2025-11-12,547,5,4,4,920.54
11783,2025-06-15,554,70,3,22,589.66
11784,2025-09-19,521,59,3,14,562.14
11785,2025-03-16,432,72,7,23,456.36
11786,2025-04-14,91,11,4,21,749.11
11787,2025-11-28,273,23,4,2,1120.24
11788,2025-03-16,97,79,2,2,413.55
11789,2025-08-13,304,86,4,9,272.76
11790,2025-09-29,308,44,7,10,164.25
11791,2025-09-08,699,95,7,10,259.78
11792,2025-10-20,771,86,6,21,250.57
11793,2025-02-13,28,2,5,18,280.06
11794,2025-01-25,595,11,8,20,625.87
11795,2025-09-13,602,109,2,9,69.97
11796,2025-06-02,524,74,6,16,500.71
11797,2025-01-19,629,70,8,14,621.56
11798,2025-02-13,678,37,6,3,55.25
11799,2025-09-21,674,36,5,17,338.51
11800,2025-10-19,487,43,3,10,285.1
11801,2025-02-26,181,75,4,5,153.42
11802,2025-01-08,332,99,6,7,37.27
11803,2025-07-07,380,88,5,14,723.0
11804,2025-07-01,465,81,2,5,629.54
11805,2025-07-08,434,41,8,2,668.09
11806,2025-02-20,57,113,7,2,853.0
11807,2025-03-19,539,1,5,11,862.27
11808,2025-12-14,443,8,3,4,790.75
11809,2025-04-12,259,53,5,9,361.0
11810,2025-08-07,180,68,2,11,1038.43
11811,2025-02-20,103,115,8,12,519.61
11812,2025-11-19,732,91,8,1,974.74
11813,2025-11-07,674,8,7,19,763.08
11814,2025-08-28,327,92,7,22,861.4
11815,2025-11-22,140,73,2,23,576.55
11816,2025-04-30,521,3,2,9,40.73
11817,2025-07-22,649,40,2,25,353.78
11818,2025-05-31,81,34,4,5,467.6
11819,2025-01-22,613,4,5,1,193.12
11820,2025-11-12,652,23,3,22,1138.59
11821,2025-11-05,697,27,2,4,367.2
11822,2025-09-06,411,42,1,10,395.33
11823,2025-06-30,296,16,1,10,65.21
11824,2025-05-21,31,97,8,9,216.87
11825,2025-03-30,530,7,6,5,198.52
11826,2025-11-08,632,69,6,21,635.93
11827,2025-11-26,477,6,3,15,403.81
11828,2025-11-13,315,12,7,24,285.05
11829,2025-04-30,543,53,8,24,356.16
11830,2025-01-12,223,89,1,5,82.42
11831,2025-03-25,145,116,4,22,810.69
11832,2025-10-30,661,87,3,6,425.36
11833,2025-05-03,586,20,3,4,370.66
11834,2025-05-13,76,22,4,24,186.24
11835,2025-12-22,341,64,2,25,168.59
11836,2025-11-11,186,7,4,15,160.39
11837,2025-11-12,514,61,2,15,980.48
11838,2025-11-30,165,71,3,14,584.72
11839,2025-08-03,15,111,6,18,251.11
11840,2025-01-21,24,66,1,24,456.12
11841,2025-12-11,371,110,1,9,797.54
11842,2025-11-06,481,96,2,17,579.52
11843,2025-12-26,786,71,8,12,571.87
11844,2025-05-18,635,23,8,2,818.59
11845,2025-08-03,571,27,8,17,388.43
11846,2025-04-06,736,68,7,18,1025.7
11847,2025-05-10,573,5,8,3,1208.05
11848,2025-04-23,313,99,6,13,44.64
11849,2025-09-11,286,47,4,7,754.52
11850,2025-09-05,630,14,2,20,145.49
11851,2025-09-08,404,32,3,15,889.43
11852,2025-07-28,182,68,2,1,1136.84
11853,2025-06-27,125,68,2,1,1180.56
11854,2025-05-05,143,19,2,6,591.32
11855,2025-08-16,652,100,2,23,254.07
11856,2025-09-29,582,48,5,8,248.57
11857,2025-08-20,52,115,3,16,619.24
11858,2025-08-17,721,79,1,18,352.18
11859,2025-09-03,463,24,5,22,550.22
11860,2025-02-22,457,85,4,21,163.9
11861,2025-03-26,783,93,2,21,692.36
11862,2025-11-11,411,26,3,4,274.62
11863,2025-08-31,85,116,2,9,604.11
11864,2025-09-03,142,62,8,6,284.44
11865,2025-07-03,674,88,1,7,935.12
11866,2025-10-19,492,118,2,15,993.46
11867,2025-10-28,99,45,7,15,618.5
11868,2025-04-21,61,91,1,19,1066.86
11869,2025-10-05,457,4,6,19,198.53
11870,2025-01-03,172,19,8,14,509.87
11871,2025-04-11,795,92,8,6,758.5
11872,2025-04-13,282,81,8,2,597.1
11873,2025-10-19,291,32,7,13,1009.33
11874,2025-09-30,212,6,7,16,311.01
11875,2025-05-17,776,68,1,17,919.74
11876,2025-05-03,136,72,4,4,300.44
11877,2025-05-11,662,33,1,6,165.77
11878,2025-01-21,507,31,4,1,453.64
11879,2025-04-25,198,39,7,11,225.65
11880,2025-06-14,290,11,8,15,737.47
11881,2025-08-11,603,98,1,1,249.32
11882,2025-09-04,202,36,2,13,285.47
11883,2025-08-18,684,44,2,25,196.32
11884,2025-10-07,764,106,6,5,1135.03
11885,2025-12-11,575,36,8,8,310.21
11886,2025-03-09,195,57,1,14,758.17
11887,2025-06-29,266,76,1,23,867.79
11888,2025-11-30,609,85,7,23,258.06
11889,2025-06-06,99,36,2,11,215.98
11890,2025-09-19,468,85,3,9,170.05
11891,2025-06-29,368,79,3,16,297.79
11892,2025-07-18,187,119,7,11,434.56
11893,2025-11-07,540,94,2,16,70.21
11894,2025-12-02,399,7,8,17,200.91
11895,2025-01-17,654,46,7,18,350.82
11896,2025-04-21,463,12,4,8,303.88
11897,2025-01-14,223,47,2,10,908.17
11898,2025-11-28,91,89,1,17,78.17
11899,2025-12-31,240,106,8,5,845.89
11900,2025-05-04,587,74,8,5,579.03
11901,2025-03-21,787,91,8,22,799.47
11902,2025-07-30,656,46,7,12,465.97
11903,2025-11-05,295,102,2,5,50.32
11904,2025-07-25,280,52,4,7,1009.77
11905,2025-01-10,97,95,8,15,260.41
11906,2025-03-03,8,46,2,18,470.41
11907,2025-06-15,436,96,2,12,893.93
11908,2025-03-22,377,97,1,14,182.53
11909,2025-01-03,278,83,3,6,837.7
11910,2025-02-14,194,84,2,17,321.29
11911,2025-11-21,311,19,1,23,582.07
11912,2025-07-16,652,78,5,19,224.04
11913,2025-04-08,73,53,4,23,355.3
11914,2025-07-12,659,100,4,11,262.44
11915,2025-03-27,156,87,6,6,557.4
11916,2025-09-13,609,74,1,16,504.67
11917,2025-01-01,266,27,5,24,412.83
11918,2025-01-02,429,29,2,1,426.99
11919,2025-07-20,329,66,8,21,420.21
11920,2025-12-05,313,76,4,3,889.3
11921,2025-09-23,508,73,3,8,609.38
11922,2025-06-16,610,66,8,7,339.28
11923,2025-01-03,797,41,7,14,912.73
11924,2025-09-24,501,100,2,16,267.61
11925,2025-10-30,694,82,6,10,160.75
11926,2025-05-16,574,27,6,6,448.68
11927,2025-07-16,312,85,6,23,183.82
11928,2025-03-11,220,15,7,24,655.48
11929,2025-11-02,349,5,3,11,853.84
11930,2025-08-09,603,102,5,20,55.63
11931,2025-10-27,531,106,7,13,919.32
11932,2025-04-25,703,79,6,15,364.44
11933,2025-09-08,373,44,2,17,219.74
11934,2025-06-18,295,36,7,6,306.7
11935,2025-11-28,287,82,6,19,164.62
11936,2025-02-24,587,35,6,25,176.08
11937,2025-07-18,529,32,3,21,1031.52
11938,2025-05-22,213,100,4,3,237.75
11939,2025-07-24,159,46,2,15,366.31
11940,2025-04-13,53,98,3,23,276.33
11941,2025-02-16,44,79,2,16,348.62
11942,2025-06-27,604,87,2,16,474.34
11943,2025-10-24,465,11,5,9,682.61
11944,2025-09-29,49,92,5,10,820.21
11945,2025-10-28,179,34,2,13,549.22
11946,2025-08-13,158,90,4,21,99.91
11947,2025-10-19,702,35,3,1,204.46
11948,2025-01-23,311,21,5,16,428.46
11949,2025-11-03,176,66,7,21,388.61
11950,2025-10-24,785,52,2,24,842.2
11951,2025-02-11,705,65,7,12,690.49
11952,2025-12-31,256,10,5,16,767.04
11953,2025-04-25,789,110,2,24,783.48
11954,2025-07-11,711,80,2,23,167.34
11955,2025-10-10,769,61,4,15,966.18
11956,2025-06-27,486,111,1,5,320.91
11957,2025-01-08,226,111,4,2,255.97
11958,2025-07-07,655,106,2,13,784.07
11959,2025-03-20,165,66,8,18,378.33
11960,2025-09-20,712,95,1,9,293.12
11961,2025-01-06,624,95,4,9,281.47
11962,2025-01-22,768,105,5,24,321.7
11963,2025-06-15,257,69,1,14,669.32
11964,2025-04-24,28,11,4,12,648.15
11965,2025-08-25,129,75,2,4,211.83
11966,2025-07-24,675,93,6,22,681.24
11967,2025-11-10,693,94,3,2,69.49
11968,2025-01-24,271,41,4,15,679.98
11969,2025-10-15,501,56,4,24,636.41
11970,2025-02-10,273,91,8,24,1007.57
11971,2025-07-13,296,45,5,17,546.0
11972,2025-08-27,353,32,8,20,845.52
11973,2025-01-30,157,14,4,7,110.87
11974,2025-06-17,482,10,5,6,828.45
11975,2025-04-05,270,23,2,18,1222.61
11976,2025-03-18,9,53,7,11,384.81
11977,2025-01-11,352,105,8,7,312.37
11978,2025-08-18,145,34,5,23,534.57
11979,2025-01-22,162,61,2,8,1019.04
11980,2025-05-22,240,34,2,13,666.26
11981,2025-06-13,283,63,6,17,748.58
11982,2025-01-01,117,99,8,20,46.25
11983,2025-05-31,314,102,2,5,58.87
11984,2025-04-15,268,42,4,5,488.27
11985,2025-04-14,51,92,2,3,900.93
11986,2025-08-01,314,114,4,24,396.0
11987,2025-07-08,277,11,3,2,628.58
11988,2025-05-23,440,69,4,7,507.46
11989,2025-10-29,67,7,8,12,225.5
11990,2025-10-01,617,64,5,22,197.82
11991,2025-05-12,396,1,4,7,687.44
11992,2025-09-08,700,5,7,14,1155.09
11993,2025-01-20,442,68,7,6,1193.16
11994,2025-06-19,124,62,2,14,283.09
11995,2025-07-01,610,75,8,19,225.41
11996,2025-08-30,64,63,5,21,891.48
11997,2025-10-10,288,3,2,14,58.71
11998,2025-10-05,96,98,7,14,294.87
11999,2025-07-23,521,71,6,20,506.49
12000,2025-05-01,280,88,5,6,773.33
12001,2025-10-24,736,48,2,1,212.3
12002,2025-03-08,372,100,5,13,246.49
12003,2025-08-25,437,48,8,1,223.3
12004,2025-07-04,235,21,3,11,452.33
12005,2025-11-04,302,46,3,16,370.97
12006,2025-10-21,358,98,5,12,256.98
12007,2025-12-10,621,49,4,2,372.44
12008,2025-02-08,282,40,1,5,339.99
12009,2025-05-03,723,92,5,13,596.98
12010,2025-04-20,557,73,3,21,554.38
12011,2025-09-02,135,17,8,11,605.4
12012,2025-04-07,199,11,3,5,597.26
12013,2025-08-18,73,41,3,15,805.89
12014,2025-04-05,684,113,2,18,674.94
12015,2025-07-15,714,113,5,6,965.35
12016,2025-05-09,174,113,8,9,896.58
12017,2025-08-19,787,33,6,21,182.84
12018,2025-06-13,663,86,1,17,260.62
12019,2025-01-13,376,66,2,23,377.3
12020,2025-06-04,678,19,1,14,469.42
12021,2025-06-24,460,94,1,5,56.54
12022,2025-11-01,60,79,1,22,327.93
12023,2025-10-09,547,28,7,6,742.66
12024,2025-05-25,465,33,4,23,196.86
12025,2025-04-15,397,64,4,7,238.46
12026,2025-05-27,707,104,2,6,343.55
12027,2025-11-18,665,12,8,22,331.75
12028,2025-07-04,132,15,2,24,789.39
12029,2025-04-21,511,85,2,14,175.2
12030,2025-06-10,539,106,3,11,823.88
12031,2025-10-19,251,104,4,24,374.8
12032,2025-09-28,733,41,8,6,674.38
12033,2025-05-16,212,69,6,23,537.4
12034,2025-06-30,467,66,2,1,440.86
12035,2025-05-23,242,36,2,15,309.23
12036,2025-02-23,690,114,3,12,313.19
12037,2025-08-28,560,25,8,17,419.99
12038,2025-05-05,667,83,8,17,1001.48
12039,2025-03-27,336,8,6,9,1172.57
12040,2025-05-15,277,67,4,9,551.4
12041,2025-06-16,166,18,8,2,462.29
12042,2025-10-14,379,69,6,13,520.03
12043,2025-10-16,645,59,4,2,815.27
12044,2025-08-19,490,79,6,13,289.64
12045,2025-01-07,635,109,1,13,57.65
12046,2025-06-02,362,66,7,18,332.56
12047,2025-11-03,732,9,6,21,709.11
12048,2025-12-30,510,102,6,12,52.64
12049,2025-01-19,582,18,3,15,419.76
12050,2025-02-07,375,2,6,9,384.82
12051,2025-03-01,533,44,3,3,153.58
12052,2025-12-09,398,7,2,17,222.19
12053,2025-05-12,323,17,7,14,882.57
12054,2025-05-21,291,108,4,19,96.18
12055,2025-08-04,629,32,8,6,933.87
12056,2025-01-16,596,57,4,10,955.78
12057,2025-06-04,196,34,7,1,639.71
12058,2025-03-30,226,31,5,2,653.01
12059,2025-09-26,110,88,7,5,872.24
12060,2025-12-11,143,18,8,25,505.23
12061,2025-11-21,181,87,5,16,427.9
12062,2025-03-16,262,91,4,1,1063.32
12063,2025-03-28,157,41,7,4,772.26
12064,2025-02-16,185,22,6,3,168.35
12065,2025-11-20,474,40,5,22,508.2
12066,2025-04-21,96,63,4,7,659.2
12067,2025-01-28,50,74,4,19,661.71
12068,2025-02-01,674,80,7,12,141.21
12069,2025-12-21,341,8,2,15,1188.95
12070,2025-04-24,490,118,6,4,1057.07
12071,2025-10-15,649,83,1,11,740.92
12072,2025-09-21,636,13,6,7,266.91
12073,2025-03-26,376,43,1,1,346.94
12074,2025-10-29,722,44,3,2,170.87
12075,2025-12-27,577,17,4,13,765.94
12076,2025-03-14,342,95,7,21,255.2
12077,2025-10-29,442,105,2,17,285.38
12078,2025-09-15,214,72,2,13,362.9
12079,2025-11-22,447,102,5,12,71.39
12080,2025-02-10,423,70,7,10,646.18
12081,2025-12-19,521,71,5,23,598.15
12082,2025-02-20,796,56,1,6,471.4
12083,2025-12-26,170,22,7,15,188.76
12084,2025-10-08,714,98,3,5,295.2
12085,2025-04-16,598,76,2,10,947.9
12086,2025-01-02,328,1,6,18,687.98
12087,2025-03-20,315,21,6,12,378.47
12088,2025-01-09,265,57,1,18,897.83
12089,2025-02-24,236,60,2,2,91.75
12090,2025-06-15,227,57,2,8,940.85
12091,2025-10-14,598,112,3,16,129.53
12092,2025-11-29,55,44,2,3,164.65
12093,2025-10-10,490,2,7,10,410.26
12094,2025-09-08,683,42,2,9,487.6
12095,2025-01-18,196,102,2,19,53.7
12096,2025-10-16,375,78,4,15,273.98
12097,2025-04-06,252,119,6,24,446.28
12098,2025-07-30,312,62,8,12,303.9
12099,2025-09-13,268,63,5,14,927.96
12100,2025-04-25,742,72,1,23,476.27
12101,2025-12-19,290,32,2,14,898.63
12102,2025-09-21,143,44,7,6,151.02
12103,2025-02-27,284,111,7,18,350.56
12104,2025-08-12,338,100,5,7,218.77
12105,2025-02-20,620,88,4,19,813.26
12106,2025-01-24,607,76,5,16,878.96
12107,2025-09-10,283,48,7,12,286.0
12108,2025-01-13,139,57,3,8,769.63
12109,2025-06-15,381,99,3,25,42.84
12110,2025-05-03,771,1,3,3,908.82
12111,2025-09-16,692,49,1,16,337.63
12112,2025-02-05,366,12,6,3,293.26
12113,2025-03-11,654,7,5,7,197.12
12114,2025-08-17,786,12,1,3,432.68
12115,2025-09-01,378,93,2,15,693.36
12116,2025-06-23,247,11,6,5,646.55
12117,2025-12-01,661,61,3,12,863.86
12118,2025-02-09,578,45,5,17,433.31
12119,2025-12-12,345,110,7,3,596.52
12120,2025-01-26,85,72,8,15,403.1
12121,2025-05-17,388,42,6,21,451.57
12122,2025-01-11,317,86,4,6,327.4
12123,2025-03-16,556,3,2,25,53.97
12124,2025-04-06,335,35,1,8,201.46
12125,2025-01-05,36,106,1,21,842.92
12126,2025-09-20,594,63,4,22,804.56
12127,2025-07-30,772,95,2,7,299.94
12128,2025-10-28,321,40,2,23,527.19
12129,2025-09-18,34,86,5,6,225.79
12130,2025-12-13,656,110,2,15,650.53
12131,2025-07-09,620,28,5,18,538.12
12132,2025-04-09,228,32,1,19,797.83
12133,2025-06-04,651,43,4,10,250.71
12134,2025-07-04,157,79,5,3,293.58
12135,2025-09-09,149,66,6,7,421.27
12136,2025-03-30,187,4,4,21,236.04
12137,2025-01-06,88,1,5,15,610.68
12138,2025-12-17,697,118,2,20,1078.0
12139,2025-04-30,131,103,4,22,404.47
