shipment_id,order_id,shipping_mode,delivery_date,delivery_status,shipping_cost
51455,11455,Rail,2025-08-01,Delivered,12.48
51456,11456,Rail,2025-02-22,Delivered,20.07
51457,11457,Road,2025-06-05,Delivered,49.87
51458,11458,Air,2025-08-06,Delivered,24.35
51459,11459,Air,2025-01-30,Delayed,29.8
51460,11460,Air,2025-01-26,Delivered,36.18
51461,11461,Air,2025-06-09,Delivered,35.37
51462,11462,Air,2025-04-15,Delivered,6.59
51463,11463,Rail,2025-02-12,Delivered,22.27
51464,11464,Rail,2025-08-17,Delivered,6.12
51465,11465,Air,2025-01-28,Delivered,7.43
51466,11466,Road,2025-05-14,Delivered,9.43
51467,11467,Air,2025-07-01,Delivered,31.07
51468,11468,Air,2025-08-07,Delayed,45.84
51469,11469,Road,2025-03-02,Delayed,19.44
51470,11470,Road,2025-04-23,Delayed,25.72
51471,11471,Air,2025-01-29,Delivered,13.78
51472,11472,Road,2025-11-07,Delivered,13.62
51473,11473,Rail,2025-04-14,Delivered,12.04
51474,11474,Air,2025-07-11,Delivered,38.57
51475,11475,Rail,2025-01-25,Delivered,15.81
51476,11476,Air,2025-08-12,Delivered,23.28
51477,11477,Road,2025-03-12,Delivered,8.82
51478,11478,Road,2025-02-21,Delivered,14.91
51479,11479,Rail,2025-12-05,Delivered,37.64
51480,11480,Air,2025-02-11,Delivered,47.73
51481,11481,Air,2025-05-01,Delivered,13.16
51482,11482,Rail,2025-03-18,Delayed,35.3
51483,11483,Road,2025-04-24,Delayed,25.76
51484,11484,Road,2025-09-06,Delivered,15.83
51485,11485,Rail,2025-11-10,Delivered,27.14
51486,11486,Air,2025-12-23,Delayed,24.36
51487,11487,Road,2025-07-04,Delivered,39.63
51488,11488,Air,2025-08-28,Delayed,12.63
51489,11489,Air,2025-12-07,Delivered,6.42
51490,11490,Road,2025-09-12,Delivered,14.41
51491,11491,Road,2025-12-07,Delivered,24.3
51492,11492,Rail,2025-04-01,Delivered,17.63
51493,11493,Rail,2025-03-07,Delivered,37.66
51494,11494,Air,2025-04-11,Delayed,35.19
51495,11495,Road,2025-09-16,Delivered,40.67
51496,11496,Rail,2025-07-27,Delivered,24.11
51497,11497,Road,2025-05-20,Delayed,35.25
51498,11498,Air,2025-01-28,Delivered,47.21
51499,11499,Air,2025-05-26,Delayed,30.24
51500,11500,Road,2025-07-27,Delayed,11.1
51501,11501,Rail,2025-12-06,Delivered,14.58
51502,11502,Air,2025-08-13,Delayed,27.45
51503,11503,Road,2025-08-16,Delayed,45.45
51504,11504,Air,2025-06-13,Delivered,15.52
51505,11505,Rail,2025-07-30,Delivered,11.82
51506,11506,Rail,2025-12-10,Delayed,21.2
51507,11507,Road,2025-11-11,Delivered,20.55
51508,11508,Road,2025-10-04,Delivered,21.22
51509,11509,Air,2025-05-04,Delivered,48.56
51510,11510,Road,2025-05-04,Delayed,24.9
51511,11511,Rail,2025-03-21,Delivered,16.77
51512,11512,Rail,2025-02-03,Delivered,10.38
51513,11513,Air,2025-12-29,Delayed,44.05
51514,11514,Air,2025-07-21,Delayed,12.27
51515,11515,Rail,2025-06-11,Delivered,30.49
51516,11516,Road,2025-01-10,Delivered,41.31
51517,11517,Road,2025-01-29,Delivered,8.3
51518,11518,Road,2025-04-16,Delivered,17.82
51519,11519,Road,2025-10-13,Delivered,38.22
51520,11520,Road,2025-10-11,Delivered,14.42
51521,11521,Air,2025-12-19,Delivered,16.5
51522,11522,Air,2025-09-18,Delivered,17.99
51523,11523,Road,2025-06-14,Delivered,31.86
51524,11524,Road,2025-04-29,Delivered,13.7
51525,11525,Rail,2025-06-04,Delivered,33.96
51526,11526,Rail,2025-09-30,Delivered,10.01
51527,11527,Rail,2025-09-29,Delivered,39.15
51528,11528,Road,2025-05-13,Delivered,49.51
51529,11529,Road,2025-07-07,Delivered,35.11
51530,11530,Rail,2025-09-11,Delayed,20.73
51531,11531,Road,2025-04-09,Delayed,5.54
51532,11532,Rail,2025-12-22,Delivered,32.92
51533,11533,Air,2025-05-08,Delivered,7.1
51534,11534,Rail,2025-10-08,Delivered,30.72
51535,11535,Air,2025-06-15,Delivered,36.34
51536,11536,Air,2025-10-04,Delivered,9.4
51537,11537,Air,2025-02-01,Delivered,36.79
51538,11538,Air,2025-01-09,Delivered,40.39
51539,11539,Air,2025-12-20,Delayed,29.05
51540,11540,Road,2025-10-20,Delivered,45.29
51541,11541,Air,2025-02-03,Delivered,13.05
51542,11542,Air,2025-03-18,Delivered,40.99
51543,11543,Road,2025-12-18,Delivered,24.01
51544,11544,Air,2025-10-03,Delayed,21.57
51545,11545,Air,2025-03-22,Delivered,48.3
51546,11546,Air,2025-12-30,Delivered,45.71
51547,11547,Rail,2025-08-22,Delivered,35.18
51548,11548,Rail,2025-01-22,Delayed,25.75
51549,11549,Road,2025-07-19,Delivered,32.84
51550,11550,Road,2025-04-03,Delayed,5.4
51551,11551,Road,2025-08-11,Delivered,48.23
51552,11552,Road,2025-08-27,Delivered,44.03
51553,11553,Road,2025-11-15,Delayed,31.5
51554,11554,Rail,2025-11-28,Delivered,48.81
51555,11555,Road,2025-03-05,Delivered,40.97
51556,11556,Road,2025-01-30,Delivered,36.51
51557,11557,Air,2025-12-24,Delivered,9.99
51558,11558,Road,2025-05-31,Delayed,12.59
51559,11559,Road,2025-01-27,Delivered,15.14
51560,11560,Road,2025-11-18,Delayed,43.98
51561,11561,Road,2025-07-09,Delivered,21.97
51562,11562,Air,2025-12-04,Delivered,6.2
51563,11563,Road,2025-07-08,Delivered,17.8
51564,11564,Air,2025-04-10,Delivered,42.14
51565,11565,Air,2025-12-31,Delivered,22.16
51566,11566,Rail,2026-01-08,Delivered,23.03
51567,11567,Road,2025-01-31,Delivered,11.28
51568,11568,Air,2025-06-25,Delivered,36.37
51569,11569,Road,2025-01-12,Delivered,41.92
51570,11570,Air,2025-08-16,Delivered,21.22
51571,11571,Rail,2025-07-21,Delivered,18.86
51572,11572,Rail,2025-12-01,Delivered,27.35
51573,11573,Air,2025-11-13,Delivered,35.59
51574,11574,Air,2025-08-19,Delayed,19.91
51575,11575,Road,2025-08-06,Delivered,21.79
51576,11576,Rail,2025-12-27,Delivered,35.94
51577,11577,Rail,2025-11-19,Delivered,17.28
51578,11578,Air,2025-11-10,Delivered,16.78
51579,11579,Rail,2025-06-06,Delivered,35.43
51580,11580,Rail,2025-04-30,Delivered,29.42
51581,11581,Rail,2025-02-03,Delivered,28.4
51582,11582,Air,2025-12-30,Delivered,31.46
51583,11583,Road,2025-12-30,Delayed,22.32
51584,11584,Air,2025-04-04,Delivered,40.5
51585,11585,Road,2025-08-19,Delivered,23.43
51586,11586,Road,2025-10-18,Delivered,23.01
51587,11587,Road,2025-11-16,Delivered,40.11
51588,11588,Road,2025-08-01,Delivered,18.73
51589,11589,Road,2026-01-01,Delivered,12.72
51590,11590,Rail,2025-03-15,Delivered,21.21
51591,11591,Rail,2025-07-18,Delivered,34.52
51592,11592,Rail,2025-07-21,Delivered,38.31
51593,11593,Air,2025-02-23,Delivered,20.52
51594,11594,Road,2025-12-16,Delivered,20.81
51595,11595,Air,2025-06-16,Delivered,6.33
51596,11596,Rail,2025-02-28,Delayed,19.67
51597,11597,Road,2025-11-10,Delivered,32.5
51598,11598,Road,2025-02-04,Delivered,23.88
51599,11599,Air,2025-09-25,Delivered,37.92
51600,11600,Road,2025-04-14,Delayed,17.53
51601,11601,Road,2025-10-18,Delivered,16.28
51602,11602,Road,2025-02-22,Delivered,14.54
51603,11603,Road,2025-12-30,Delivered,41.06
51604,11604,Rail,2025-01-14,Delivered,32.24
51605,11605,Air,2025-07-15,Delivered,16.26
51606,11606,Rail,2025-08-24,Delayed,13.32
51607,11607,Rail,2025-02-15,Delayed,13.0
51608,11608,Air,2025-11-04,Delayed,38.72
51609,11609,Road,2025-11-01,Delivered,47.69
51610,11610,Air,2025-05-04,Delayed,23.61
51611,11611,Road,2025-11-10,Delivered,22.34
51612,11612,Air,2025-04-14,Delayed,22.17
51613,11613,Air,2025-08-01,Delivered,48.9
51614,11614,Road,2025-04-14,Delayed,47.54
51615,11615,Road,2025-02-09,Delivered,10.19
51616,11616,Road,2025-03-31,Delayed,18.08
51617,11617,Air,2025-02-15,Delayed,27.45
51618,11618,Road,2025-10-31,Delivered,27.09
51619,11619,Rail,2025-07-12,Delivered,27.53
51620,11620,Air,2025-05-02,Delayed,42.61
51621,11621,Air,2025-09-12,Delivered,40.28
51622,11622,Road,2025-08-24,Delayed,7.97
51623,11623,Road,2025-10-05,Delivered,10.15
51624,11624,Road,2025-12-22,Delivered,37.89
51625,11625,Rail,2025-04-22,Delivered,16.69
51626,11626,Air,2025-06-23,Delivered,32.15
51627,11627,Rail,2025-03-12,Delivered,43.72
51628,11628,Rail,2025-04-23,Delayed,21.26
51629,11629,Road,2025-08-29,Delayed,36.49
51630,11630,Rail,2025-07-10,Delayed,12.62
51631,11631,Rail,2025-02-10,Delayed,18.45
51632,11632,Road,2025-08-07,Delivered,39.74
51633,11633,Rail,2025-03-02,Delivered,20.16
51634,11634,Air,2025-10-14,Delivered,34.88
51635,11635,Road,2025-06-17,Delivered,37.09
51636,11636,Road,2025-05-02,Delayed,44.28
51637,11637,Road,2025-08-26,Delayed,35.18
51638,11638,Rail,2025-12-23,Delivered,36.56
51639,11639,Road,2025-02-10,Delivered,5.57
51640,11640,Rail,2025-08-26,Delivered,21.1
51641,11641,Rail,2025-05-17,Delivered,48.54
51642,11642,Road,2025-10-06,Delivered,37.19
51643,11643,Rail,2025-03-11,Delivered,43.73
51644,11644,Rail,2025-05-12,Delayed,47.87
51645,11645,Air,2025-03-30,Delayed,20.75
51646,11646,Rail,2025-11-18,Delivered,10.7
51647,11647,Air,2025-02-07,Delivered,22.78
51648,11648,Rail,2025-07-13,Delayed,10.11
51649,11649,Air,2025-05-01,Delivered,45.93
51650,11650,Air,2025-12-11,Delivered,41.34
51651,11651,Road,2025-12-14,Delivered,40.45
51652,11652,Rail,2025-08-15,Delivered,20.46
51653,11653,Air,2025-02-18,Delivered,33.8
51654,11654,Road,2025-12-20,Delivered,19.47
51655,11655,Road,2025-01-17,Delivered,33.44
51656,11656,Road,2025-10-16,Delivered,32.26
51657,11657,Air,2025-11-22,Delayed,19.9
51658,11658,Road,2025-12-08,Delivered,47.85
51659,11659,Road,2025-06-20,Delivered,16.94
51660,11660,Road,2025-12-07,Delayed,44.21
51661,11661,Air,2025-11-22,Delivered,45.7
51662,11662,Air,2025-07-26,Delivered,49.53
51663,11663,Road,2025-02-12,Delivered,8.66
51664,11664,Rail,2025-04-06,Delayed,20.09
51665,11665,Air,2025-10-31,Delivered,49.41
51666,11666,Rail,2025-11-17,Delayed,30.59
51667,11667,Air,2025-12-19,Delivered,19.09
51668,11668,Rail,2025-03-02,Delayed,29.35
51669,11669,Road,2025-05-04,Delivered,17.28
51670,11670,Road,2025-01-13,Delivered,10.58
51671,11671,Rail,2025-06-13,Delivered,43.89
51672,11672,Air,2025-01-13,Delivered,49.8
51673,11673,Rail,2025-10-12,Delivered,40.74
51674,11674,Road,2025-10-29,Delivered,40.23
51675,11675,Road,2025-06-08,Delivered,49.06
51676,11676,Rail,2025-08-25,Delayed,49.8
51677,11677,Rail,2025-10-13,Delivered,33.08
51678,11678,Rail,2025-01-05,Delivered,44.22
51679,11679,Road,2025-04-24,Delayed,49.03
51680,11680,Air,2025-08-01,Delivered,37.88
51681,11681,Air,2025-06-15,Delivered,8.36
51682,11682,Air,2025-03-29,Delivered,23.19
51683,11683,Road,2025-11-06,Delivered,39.9
51684,11684,Road,2025-02-14,Delivered,17.41
51685,11685,Rail,2025-04-06,Delivered,32.89
51686,11686,Air,2025-11-11,Delayed,12.92
51687,11687,Road,2025-12-08,Delivered,39.68
51688,11688,Road,2025-04-06,Delivered,25.5
51689,11689,Air,2025-12-09,Delivered,20.45
51690,11690,Road,2025-07-25,Delivered,34.3
51691,11691,Air,2025-08-30,Delivered,43.66
51692,11692,Air,2025-02-12,Delayed,10.95
51693,11693,Road,2025-06-26,Delayed,33.76
51694,11694,Road,2025-02-12,Delivered,11.66
51695,11695,Air,2025-09-30,Delayed,48.34
51696,11696,Air,2025-06-03,Delivered,48.33
51697,11697,Rail,2025-12-23,Delivered,36.11
51698,11698,Air,2025-11-10,Delivered,10.94
51699,11699,Road,2025-10-08,Delivered,31.3
51700,11700,Road,2025-10-14,Delayed,29.93
51701,11701,Air,2025-10-15,Delayed,10.11
51702,11702,Rail,2025-03-08,Delayed,18.37
51703,11703,Rail,2025-12-23,Delivered,13.43
51704,11704,Rail,2025-04-11,Delivered,19.37
51705,11705,Road,2025-01-25,Delivered,31.21
51706,11706,Air,2025-10-29,Delivered,15.02
51707,11707,Road,2025-08-26,Delayed,35.61
51708,11708,Air,2025-02-18,Delivered,32.41
51709,11709,Road,2025-11-24,Delivered,20.8
51710,11710,Road,2025-10-19,Delayed,39.27
51711,11711,Road,2025-07-21,Delivered,13.28
51712,11712,Road,2025-03-07,Delivered,17.22
51713,11713,Air,2025-05-17,Delivered,18.71
51714,11714,Rail,2025-10-13,Delivered,21.76
51715,11715,Rail,2025-04-15,Delivered,36.67
51716,11716,Air,2025-09-26,Delivered,31.37
51717,11717,Air,2025-08-07,Delayed,11.81
51718,11718,Rail,2025-02-14,Delivered,49.84
51719,11719,Air,2025-10-16,Delayed,35.79
51720,11720,Air,2025-12-14,Delivered,9.71
51721,11721,Rail,2025-08-07,Delivered,30.66
51722,11722,Rail,2025-01-09,Delayed,33.68
51723,11723,Air,2025-07-17,Delivered,14.73
51724,11724,Air,2025-07-03,Delivered,15.47
51725,11725,Road,2025-01-13,Delivered,17.95
51726,11726,Air,2025-12-02,Delayed,23.18
51727,11727,Air,2025-08-06,Delivered,17.59
51728,11728,Road,2025-10-16,Delivered,30.68
51729,11729,Rail,2025-10-01,Delivered,49.33
51730,11730,Rail,2025-05-26,Delivered,47.66
51731,11731,Rail,2025-10-29,Delivered,18.31
51732,11732,Rail,2025-10-03,Delivered,37.1
51733,11733,Road,2025-05-15,Delivered,39.13
51734,11734,Road,2025-01-22,Delivered,31.13
51735,11735,Air,2025-06-05,Delayed,24.4
51736,11736,Air,2025-06-09,Delivered,40.01
51737,11737,Rail,2025-01-09,Delayed,21.75
51738,11738,Road,2025-02-13,Delivered,35.76
51739,11739,Rail,2025-11-01,Delivered,15.92
51740,11740,Rail,2025-06-23,Delivered,8.75
51741,11741,Road,2025-01-13,Delivered,26.23
51742,11742,Road,2025-04-27,Delivered,46.7
51743,11743,Rail,2025-02-19,Delivered,48.65
51744,11744,Air,2025-04-11,Delivered,46.33
51745,11745,Rail,2025-12-30,Delivered,46.64
51746,11746,Rail,2026-01-04,Delivered,16.4
51747,11747,Air,2025-04-22,Delivered,13.63
51748,11748,Rail,2025-08-01,Delivered,9.55
51749,11749,Rail,2025-08-29,Delivered,8.53
51750,11750,Air,2025-02-01,Delayed,49.71
51751,11751,Air,2025-08-25,Delivered,18.95
51752,11752,Road,2025-03-01,Delivered,6.13
51753,11753,Road,2025-02-15,Delayed,28.84
51754,11754,Air,2025-11-22,Delayed,11.08
51755,11755,Road,2025-09-07,Delivered,29.76
51756,11756,Air,2025-04-16,Delivered,37.12
51757,11757,Rail,2025-09-03,Delivered,11.51
51758,11758,Air,2025-04-04,Delivered,30.58
51759,11759,Road,2025-04-29,Delivered,21.15
51760,11760,Road,2025-07-31,Delayed,23.47
51761,11761,Road,2025-01-14,Delivered,26.22
51762,11762,Rail,2025-09-16,Delivered,44.04
51763,11763,Rail,2025-05-11,Delivered,30.57
51764,11764,Road,2025-06-23,Delivered,14.34
51765,11765,Air,2025-06-09,Delayed,46.38
51766,11766,Road,2025-09-26,Delayed,32.68
51767,11767,Rail,2025-02-02,Delivered,37.44
51768,11768,Road,2025-10-24,Delayed,35.36
51769,11769,Rail,2025-10-02,Delivered,31.25
51770,11770,Road,2025-12-09,Delivered,34.8
51771,11771,Rail,2025-09-27,Delayed,12.23
51772,11772,Air,2025-09-05,Delivered,12.16
51773,11773,Road,2025-07-31,Delivered,42.12
51774,11774,Road,2025-09-08,Delivered,29.24
51775,11775,Air,2025-09-05,Delivered,15.44
51776,11776,Air,2025-11-16,Delivered,36.94
51777,11777,Rail,2025-04-30,Delivered,46.97
51778,11778,Road,2025-06-30,Delivered,24.95
51779,11779,Road,2025-07-04,Delivered,39.32
51780,11780,Road,2025-06-06,Delivered,42.23
51781,11781,Rail,2025-01-05,Delivered,33.94
51782,11782,Road,2025-11-15,Delivered,40.22
51783,11783,Rail,2025-06-25,Delivered,41.13
51784,11784,Air,2025-09-29,Delivered,49.35
51785,11785,Road,2025-03-18,Delivered,43.83
51786,11786,Air,2025-04-17,Delivered,8.09
51787,11787,Road,2025-12-03,Delivered,41.05
51788,11788,Road,2025-03-20,Delayed,39.72
51789,11789,Air,2025-08-23,Delayed,47.23
51790,11790,Air,2025-10-06,Delivered,25.55
51791,11791,Rail,2025-09-17,Delivered,40.91
51792,11792,Road,2025-10-23,Delayed,39.25
51793,11793,Road,2025-02-18,Delivered,33.4
51794,11794,Air,2025-01-27,Delivered,34.63
51795,11795,Rail,2025-09-18,Delivered,25.52
51796,11796,Road,2025-06-08,Delayed,39.87
51797,11797,Air,2025-01-29,Delayed,24.1
51798,11798,Rail,2025-02-22,Delivered,35.88
51799,11799,Road,2025-10-01,Delivered,8.06
51800,11800,Road,2025-10-27,Delivered,27.27
51801,11801,Air,2025-03-06,Delayed,35.99
51802,11802,Rail,2025-01-13,Delivered,32.67
51803,11803,Road,2025-07-10,Delivered,16.42
51804,11804,Air,2025-07-10,Delayed,48.91
51805,11805,Road,2025-07-17,Delayed,35.19
51806,11806,Air,2025-02-27,Delivered,20.89
51807,11807,Air,2025-03-21,Delivered,30.41
51808,11808,Rail,2025-12-18,Delivered,27.09
51809,11809,Air,2025-04-17,Delivered,25.87
51810,11810,Air,2025-08-11,Delivered,26.99
51811,11811,Road,2025-02-22,Delivered,23.5
51812,11812,Air,2025-11-22,Delivered,20.87
51813,11813,Road,2025-11-12,Delayed,29.05
51814,11814,Road,2025-09-07,Delivered,25.89
51815,11815,Air,2025-11-27,Delivered,41.51
51816,11816,Air,2025-05-07,Delivered,30.28
51817,11817,Air,2025-07-26,Delayed,8.92
51818,11818,Road,2025-06-02,Delayed,28.41
51819,11819,Rail,2025-02-01,Delivered,19.62
51820,11820,Rail,2025-11-19,Delivered,37.78
51821,11821,Rail,2025-11-12,Delayed,37.47
51822,11822,Air,2025-09-16,Delayed,6.84
51823,11823,Air,2025-07-02,Delivered,37.82
51824,11824,Road,2025-05-26,Delivered,37.39
51825,11825,Road,2025-04-07,Delayed,45.06
51826,11826,Air,2025-11-12,Delivered,31.33
51827,11827,Road,2025-11-29,Delivered,12.48
51828,11828,Air,2025-11-21,Delivered,7.38
51829,11829,Road,2025-05-03,Delivered,6.05
51830,11830,Air,2025-01-18,Delivered,32.35
51831,11831,Road,2025-04-04,Delivered,8.94
51832,11832,Air,2025-11-06,Delivered,23.76
51833,11833,Air,2025-05-09,Delivered,41.3
51834,11834,Rail,2025-05-19,Delivered,48.18
51835,11835,Rail,2025-12-24,Delivered,28.82
51836,11836,Rail,2025-11-16,Delivered,10.26
51837,11837,Rail,2025-11-21,Delayed,39.47
51838,11838,Air,2025-12-09,Delayed,23.76
51839,11839,Rail,2025-08-05,Delivered,11.35
51840,11840,Road,2025-01-24,Delivered,40.74
51841,11841,Rail,2025-12-18,Delayed,27.99
51842,11842,Rail,2025-11-11,Delivered,29.51
51843,11843,Road,2025-12-30,Delivered,25.6
51844,11844,Rail,2025-05-24,Delivered,40.16
51845,11845,Road,2025-08-09,Delivered,30.27
51846,11846,Air,2025-04-12,Delayed,48.84
51847,11847,Air,2025-05-13,Delivered,20.34
51848,11848,Air,2025-04-27,Delivered,15.94
51849,11849,Air,2025-09-13,Delivered,33.91
51850,11850,Rail,2025-09-10,Delayed,39.25
51851,11851,Road,2025-09-15,Delivered,41.68
51852,11852,Air,2025-08-05,Delivered,22.03
51853,11853,Rail,2025-06-29,Delivered,35.9
51854,11854,Rail,2025-05-10,Delayed,19.31
51855,11855,Rail,2025-08-21,Delivered,8.42
51856,11856,Air,2025-10-08,Delivered,31.77
51857,11857,Road,2025-08-27,Delayed,30.37
51858,11858,Road,2025-08-27,Delivered,19.38
51859,11859,Air,2025-09-05,Delivered,10.47
51860,11860,Road,2025-03-01,Delivered,37.74
51861,11861,Road,2025-03-29,Delayed,37.56
51862,11862,Rail,2025-11-14,Delivered,31.61
51863,11863,Rail,2025-09-07,Delivered,5.67
51864,11864,Road,2025-09-08,Delivered,5.96
51865,11865,Road,2025-07-11,Delivered,9.35
51866,11866,Air,2025-10-23,Delivered,19.14
51867,11867,Road,2025-11-04,Delivered,38.82
51868,11868,Rail,2025-04-26,Delivered,23.25
51869,11869,Air,2025-10-09,Delivered,38.66
51870,11870,Road,2025-01-13,Delayed,24.14
51871,11871,Air,2025-04-13,Delayed,5.67
51872,11872,Rail,2025-04-15,Delivered,45.08
51873,11873,Rail,2025-10-22,Delivered,29.01
51874,11874,Road,2025-10-06,Delayed,29.08
51875,11875,Rail,2025-05-19,Delivered,41.33
51876,11876,Rail,2025-05-12,Delivered,11.81
51877,11877,Rail,2025-05-20,Delivered,45.34
51878,11878,Road,2025-01-24,Delivered,33.37
51879,11879,Air,2025-05-04,Delivered,36.16
51880,11880,Air,2025-06-22,Delivered,37.99
51881,11881,Road,2025-08-13,Delivered,36.78
51882,11882,Road,2025-09-13,Delivered,44.85
51883,11883,Air,2025-08-22,Delivered,18.62
51884,11884,Road,2025-10-17,Delayed,35.09
51885,11885,Road,2025-12-17,Delivered,47.47
51886,11886,Road,2025-03-16,Delayed,7.57
51887,11887,Air,2025-07-06,Delivered,39.79
51888,11888,Rail,2025-12-02,Delivered,7.74
51889,11889,Road,2025-06-14,Delivered,49.19
51890,11890,Air,2025-09-23,Delivered,35.55
51891,11891,Road,2025-07-04,Delayed,34.1
51892,11892,Rail,2025-07-21,Delivered,39.29
51893,11893,Rail,2025-11-10,Delayed,42.28
51894,11894,Air,2025-12-07,Delivered,18.43
51895,11895,Road,2025-01-20,Delivered,42.67
51896,11896,Air,2025-04-24,Delivered,41.04
51897,11897,Air,2025-01-17,Delayed,25.62
51898,11898,Road,2025-12-06,Delayed,7.56
51899,11899,Rail,2026-01-05,Delivered,43.93
51900,11900,Rail,2025-05-07,Delayed,47.44
51901,11901,Air,2025-03-30,Delivered,5.49
51902,11902,Rail,2025-08-01,Delivered,48.57
51903,11903,Air,2025-11-15,Delivered,35.68
51904,11904,Road,2025-07-27,Delivered,26.8
51905,11905,Rail,2025-01-19,Delivered,11.23
51906,11906,Air,2025-03-09,Delivered,45.17
51907,11907,Rail,2025-06-20,Delivered,47.37
51908,11908,Rail,2025-03-27,Delivered,33.1
51909,11909,Air,2025-01-10,Delayed,5.93
51910,11910,Rail,2025-02-17,Delivered,14.54
51911,11911,Air,2025-11-27,Delivered,34.94
51912,11912,Air,2025-07-18,Delayed,47.4
51913,11913,Air,2025-04-14,Delayed,36.9
51914,11914,Road,2025-07-21,Delivered,33.52
51915,11915,Rail,2025-03-30,Delayed,44.92
51916,11916,Rail,2025-09-19,Delivered,25.99
51917,11917,Rail,2025-01-11,Delivered,6.62
51918,11918,Air,2025-01-12,Delivered,49.18
51919,11919,Rail,2025-07-24,Delayed,23.86
51920,11920,Rail,2025-12-15,Delivered,6.2
51921,11921,Road,2025-10-02,Delivered,29.27
51922,11922,Air,2025-06-19,Delivered,49.13
51923,11923,Rail,2025-01-13,Delivered,29.56
51924,11924,Air,2025-10-01,Delayed,34.91
51925,11925,Road,2025-11-06,Delivered,48.88
51926,11926,Road,2025-05-18,Delayed,38.68
51927,11927,Rail,2025-07-23,Delayed,20.92
51928,11928,Air,2025-03-16,Delayed,9.44
51929,11929,Air,2025-11-08,Delivered,46.33
51930,11930,Rail,2025-08-15,Delivered,7.78
51931,11931,Air,2025-11-04,Delivered,37.93
51932,11932,Road,2025-05-05,Delivered,13.76
51933,11933,Road,2025-09-13,Delivered,35.37
51934,11934,Air,2025-06-20,Delivered,23.88
51935,11935,Air,2025-12-04,Delayed,14.77
51936,11936,Road,2025-03-05,Delivered,42.36
51937,11937,Road,2025-07-20,Delivered,6.01
51938,11938,Air,2025-05-24,Delivered,32.62
51939,11939,Air,2025-07-27,Delivered,5.84
51940,11940,Air,2025-04-16,Delayed,48.97
51941,11941,Road,2025-02-18,Delayed,14.76
51942,11942,Road,2025-06-29,Delayed,38.73
51943,11943,Road,2025-10-27,Delayed,49.0
51944,11944,Rail,2025-10-06,Delivered,34.48
51945,11945,Air,2025-11-06,Delivered,46.19
51946,11946,Rail,2025-08-15,Delivered,37.98
51947,11947,Air,2025-10-29,Delivered,21.79
51948,11948,Air,2025-01-29,Delayed,10.79
51949,11949,Air,2025-11-10,Delivered,34.8
51950,11950,Air,2025-10-28,Delivered,31.86
51951,11951,Road,2025-02-18,Delivered,14.74
51952,11952,Road,2026-01-05,Delivered,45.33
51953,11953,Road,2025-05-05,Delivered,11.53
51954,11954,Air,2025-07-20,Delayed,28.93
51955,11955,Rail,2025-10-14,Delivered,9.66
51956,11956,Air,2025-07-02,Delivered,34.26
51957,11957,Road,2025-01-15,Delivered,10.48
51958,11958,Road,2025-07-14,Delayed,43.7
51959,11959,Rail,2025-03-24,Delivered,29.12
51960,11960,Air,2025-09-23,Delayed,48.63
51961,11961,Air,2025-01-08,Delayed,13.02
51962,11962,Road,2025-01-28,Delivered,39.59
51963,11963,Road,2025-06-18,Delayed,42.39
51964,11964,Road,2025-04-30,Delivered,10.35
51965,11965,Air,2025-09-04,Delayed,28.28
51966,11966,Road,2025-08-03,Delivered,15.02
51967,11967,Air,2025-11-18,Delivered,19.16
51968,11968,Rail,2025-01-28,Delivered,42.19
51969,11969,Rail,2025-10-21,Delayed,38.43
51970,11970,Road,2025-02-20,Delivered,45.55
51971,11971,Air,2025-07-19,Delayed,15.05
51972,11972,Rail,2025-09-05,Delivered,29.95
51973,11973,Road,2025-02-03,Delivered,29.88
51974,11974,Road,2025-06-20,Delivered,40.26
51975,11975,Air,2025-04-14,Delayed,37.81
51976,11976,Air,2025-03-21,Delivered,48.18
51977,11977,Road,2025-01-19,Delivered,16.02
51978,11978,Road,2025-08-25,Delayed,47.85
51979,11979,Air,2025-01-28,Delivered,24.75
51980,11980,Road,2025-05-29,Delayed,44.15
51981,11981,Air,2025-06-18,Delayed,27.8
51982,11982,Road,2025-01-11,Delivered,34.22
51983,11983,Rail,2025-06-07,Delayed,49.55
51984,11984,Road,2025-04-21,Delayed,40.43
51985,11985,Rail,2025-04-16,Delivered,42.97
51986,11986,Rail,2025-08-04,Delayed,45.54
51987,11987,Air,2025-07-17,Delivered,38.25
51988,11988,Rail,2025-05-31,Delivered,41.82
51989,11989,Rail,2025-11-02,Delivered,28.88
51990,11990,Road,2025-10-07,Delivered,27.28
51991,11991,Rail,2025-05-15,Delivered,13.91
51992,11992,Air,2025-09-14,Delayed,12.31
51993,11993,Rail,2025-01-30,Delivered,49.55
51994,11994,Air,2025-06-21,Delivered,37.98
51995,11995,Rail,2025-07-08,Delivered,15.32
51996,11996,Rail,2025-09-01,Delivered,32.28
51997,11997,Road,2025-10-12,Delivered,6.32
51998,11998,Air,2025-10-13,Delivered,26.28
51999,11999,Air,2025-08-02,Delivered,45.67
52000,12000,Road,2025-05-06,Delivered,42.2
52001,12001,Rail,2025-10-27,Delivered,18.76
52002,12002,Rail,2025-03-18,Delayed,33.35
52003,12003,Air,2025-09-02,Delivered,37.98
52004,12004,Rail,2025-07-07,Delivered,36.94
52005,12005,Road,2025-11-13,Delivered,25.62
52006,12006,Road,2025-10-25,Delivered,13.76
